Compound,InChIKey,CAS,Constants,Types,Temperature
timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,26839-75-8,['2.3E+11'],['Q'],[25.0]
triazamate,NKNFWVNSBIXGLL-UHFFFAOYSA-N,112143-82-5,"['8.6E+04', '1.2E+05']","['V', 'Q']","[25.0, 25.0]"
dithianone,PYZSVQVRHDXQSL-UHFFFAOYSA-N,3347-22-6,"['1.7E+05', '7.4E+06']","['V', '?']","[25.0, 25.0]"
N-(cyclohexylthio)phthalimide,UEZWYKZHXASYJN-UHFFFAOYSA-N,17796-82-6,['1.5E+02'],['Q'],[25.0]
metsulfuron-methyl,RSMUVYRMZCOLBH-UHFFFAOYSA-N,74223-64-6,"['7.5E+10', '2.1E+08']","['V', '?']","[25.0, 25.0]"
rimsulfuron,MEFOUWRMVYJCQC-UHFFFAOYSA-N,122931-48-0,"['1.5E+04', '9.1E+06', '2.2E+05', '1.2E+07']","['V', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
thiophanate,YFNCATAIYKQPOO-UHFFFAOYSA-N,23564-06-9,['1.9E+07'],['Q'],[25.0]
sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,103628-46-2,['2.2E+08'],['Q'],[25.0]
mesotrione,KPUREKXXPHOJQT-UHFFFAOYSA-N,104206-82-8,['2.0E+06'],['?'],[25.0]
prosulfocarb,NQLVQOSNDJXLKG-UHFFFAOYSA-N,52888-80-9,"['7.6E+02', '9.5E+01', '6.6E+01']","['V', 'Q', '?']","[25.0, 25.0, 25.0]"
pyriftalid,RRKHIAYNPVQKEF-UHFFFAOYSA-N,135186-78-6,['2.5E+05'],['?'],[25.0]
nicosulfuron,RTCOGUMHFFWOJV-UHFFFAOYSA-N,111991-09-4,['6.8E+10'],['?'],[25.0]
sulfometuron methyl,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,74222-97-2,"['8.2E+12', '1.9E+08']","['C', 'Q']","[25.0, 25.0]"
tribenuron-methyl,VLCQZHSMCYCDJL-UHFFFAOYSA-N,101200-48-0,"['9.7E+07', '6.1E+07', '8.4E+08', '9.7E+07', '1.1E+09', '7.5E+09']","['X', 'Q', 'Q', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
ethametsulfuron-methyl,ZINJLDJMHCUBIP-UHFFFAOYSA-N,97780-06-8,['2.1E+09'],['?'],[25.0]
propoxycarbazone,JTHMVYBOQLDDIY-UHFFFAOYSA-N,145026-81-9,['7.0E+11'],['Q'],[25.0]
dimepiperate,BWUPSGJXXPATLU-UHFFFAOYSA-N,61432-55-1,['2.8E+02'],['?'],[25.0]
esprocarb,BXEHUCNTIZGSOJ-UHFFFAOYSA-N,85785-20-2,"['1.8E+01', '1.5E+01']","['V', 'Q']","[25.0, 25.0]"
valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,181695-72-7,['4.5E+05'],['Q'],[25.0]
topramezone,BPPVUXSMLBXYGG-UHFFFAOYSA-N,210631-68-8,['1.0E+12'],['Q'],[25.0]
sulfosulfuron,RBSXHDIPCIWOMG-UHFFFAOYSA-N,141776-32-1,"['4.3E+05', '3.4E+07', '1.2E+06', '1.1E+08']","['V', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
orthosulfamuron,UCDPMNSCCRBWIC-UHFFFAOYSA-N,213464-77-8,['1.3E+04'],['V'],[25.0]
cafenstrole,HFEJHAAIJZXXRE-UHFFFAOYSA-N,125306-83-4,['8.0E+05'],['?'],[25.0]
buprofezin,PRLVTUNWOQKEAI-UHFFFAOYSA-N,69327-76-0,"['2.4E+00', '2.3E+00', '2.5E+02']","['V', 'V', 'Q']","[25.0, 25.0, 25.0]"
bensulfuron methyl,XMQFTWRPUQYINF-UHFFFAOYSA-N,83055-99-6,"['7.0E+10', '2.5E+12', '5.0E+10', '1.7E+09']","['C', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
mefenacet,XIGAUIHYSDTJHW-UHFFFAOYSA-N,73250-68-7,"['2.1E+04', '3.4E+04']","['V', 'Q']","[25.0, 25.0]"
alanycarb,GMAUQNJOSOMMHI-JXAWBTAJSA-N,83130-01-2,"['1.1E+04', '1.8E+05']","['V', 'Q']","[25.0, 25.0]"
fenamidone,LMVPQMGRYSRMIW-KRWDZBQOSA-N,161326-34-7,['8.6E+04'],['?'],[25.0]
esomeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,119141-88-7,['3.3E+13'],['Q'],[25.0]
foramsulfuron,PXDNXJSDGQBLKS-UHFFFAOYSA-N,173159-57-4,"['1.7E+11', '1.7E+11']","['V', '?']","[25.0, 25.0]"
sethoxydim,NMHGOXYVOKDNHF-UHFFFAOYSA-N,74051-80-2,['4.5E+05'],['Q'],[25.0]
mesosulfuron-methyl,NIFKBBMCXCMCAO-UHFFFAOYSA-N,208465-21-8,"['9.0E+10', '8.7E+12', '2.7E+11', '4.1E+09']","['V', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
cycloxydim,HAHCNFVGRVWFIP-VKAVYKQESA-N,101205-02-1,['1.6E+04'],['?'],[25.0]
fenpyrazamine,UTOHZQYBSYOOGC-UHFFFAOYSA-N,473798-59-3,['6.2E+03'],['?'],[25.0]
cyprosulfamide,OAWUUPVZMNKZRY-UHFFFAOYSA-N,221667-31-8,"['7.0E+06', '9.1E+02', '2.9E+05']","['?', '?', '?']","[25.0, 25.0, 25.0]"
rosiglitazone,YASAKCUCGLMORW-UHFFFAOYSA-N,122320-73-4,['5.8E+08'],['Q'],[25.0]
rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,117976-89-3,['8.2E+11'],['Q'],[25.0]
pyributicarb,VTRWMTJQBQJKQH-UHFFFAOYSA-N,88678-67-5,['4.3E+01'],['?'],[25.0]
furathiocarb,HAWJXYBZNNRMNO-UHFFFAOYSA-N,65907-30-4,['7.6E+03'],['V'],[25.0]
lincomycin,OJMMVQQUTAEWLP-UHFFFAOYSA-N,154-21-2,['3.3E+17'],['Q'],[25.0]
pioglitazone,HYAFETHFCAUJAY-UHFFFAOYSA-N,111025-46-8,['5.8E+06'],['Q'],[25.0]
isofetamid,WMKZDPFZIZQROT-UHFFFAOYSA-N,875915-78-9,['3.5E+04'],['?'],[25.0]
tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,106133-20-4,['2.0E+09'],['Q'],[25.0]
carbosulfan,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,55285-14-8,"['1.9E+01', '1.7E+00']","['V', 'Q']","[25.0, 25.0]"
sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,56030-54-7,['2.4E+09'],['Q'],[25.0]
sildenafil,BNRNXUUZRGQAQC-UHFFFAOYSA-N,139755-83-2,['1.4E+15'],['Q'],[25.0]
benfuracarb,FYZBOYWSHKHDMT-UHFFFAOYSA-N,82560-54-1,['4.9E+02'],['?'],[25.0]
tirofiban,COKMIXFXJJXBQG-NRFANRHFSA-N,144494-65-5,['1.3E+09'],['Q'],[25.0]
vardenafil,SECKRCOLJRRGGV-UHFFFAOYSA-N,224785-90-4,['5.2E+15'],['Q'],[25.0]
taurocholic acid,WBWWGRHZICKQGZ-HZAMXZRMSA-N,81-24-3,['1.9E+15'],['Q'],[25.0]
dalfopristin,SUYRLXYYZQTJHF-FUODUHIRSA-N,112362-50-2,['2.2E+24'],['Q'],[25.0]
C.I. acid green 3,SRRJCDUOSQWHGS-UHFFFAOYSA-O,4680-78-8,['2.0E+23'],['Q'],[25.0]
tinopal,YGUMVDWOQQJBGA-VAWYXSNFSA-N,24231-46-7,"['1.2E+38', '1.4E+40', '4.2E+26', '2.2E+37']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
quinupristin,WTHRRGMBUAHGNI-UHFFFAOYSA-N,120138-50-3,['4.9E+22'],['Q'],[25.0]
"3,3,4,4,4-pentafluorobutane-1-thiol",WEILNYJKAUGBAU-UHFFFAOYSA-N,68140-18-1,"['5.2E-05', '1.4E-03', '1.5E-03', '1.2E-05']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"3,3,4,4,5,5,6,6,6-nonafluoro-1-hexanethiol",GQJXVHYUQPXZOL-UHFFFAOYSA-N,68140-20-5,"['1.9E-06', '4.7E-04', '3.1E-04', '1.9E-06']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-pentadecafluoro-1-decanethiol",ROKKEEDUUQVHFZ-UHFFFAOYSA-N,68140-21-6,"['9.7E-09', '6.5E-06', '8.6E-04', '1.3E-08']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-hexafluorohexyldisulfanyl)hexane",CIZUOSOWGOENRE-UHFFFAOYSA-N,118400-71-8,"['1.2E-07', '9.0E-06', '1.9E-02', '3.5E-07']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
methanesulfonyl fluoride,KNWQLFOXPQZGPX-UHFFFAOYSA-N,558-25-8,['1.6E-01'],['?'],[25.0]
perfluorobutane sulfonic acid,JGTNAGYHADQMCM-UHFFFAOYSA-N,375-73-5,['2.0E+00'],['E'],[25.0]
4-(pentafluorosulfanyl)phenol,XHJLGVIUMCBMHL-UHFFFAOYSA-N,774-94-7,['4.0E+01'],['?'],[25.0]
"1H,1H,2H,2H-perfluorohexane sulfonic acid",TXGIGTRUEITPSC-UHFFFAOYSA-N,757124-72-4,['4.5E-03'],['M'],[25.0]
perfluorohexane sulfonic acid,QZHDEAJFRJCDMF-UHFFFAOYSA-N,355-46-4,['5.1E-01'],['E'],[25.0]
"1H,1H,2H,2H-perfluorooctane sulfonic acid",VIONGDJUYAYOPU-UHFFFAOYSA-N,27619-97-2,['2.1E-03'],['M'],[10726.85]
perfluorooctane sulfonic acid,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,1763-23-1,"['9.0E-04', '8.6E-03', '1.6E-01', '9.9E-03', '1.0E-01', '4.6E-03']","['Q', 'Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
heptadecafluorooctanesulphonyl fluoride,BHFJBHMTEDLICO-UHFFFAOYSA-N,307-35-7,['1.5E-07'],['Q'],[25.0]
"1H,1H,2H,2H-perfluorodecane sulfonic acid",ALVYVCQIFHTIRD-UHFFFAOYSA-N,39108-34-4,['2.2E-03'],['M'],[25.0]
fluticasone,MGNNYOODZCAHBA-GQKYHHCASA-N,90566-53-3,['4.3E+03'],['Q'],[25.0]
3-aminophenylsulfur pentafluoride,NUFLICUHOXHWER-UHFFFAOYSA-N,2993-22-8,['6.4E+00'],['?'],[25.0]
4-aminophenylsulfur pentafluoride,MZGZUHNSMNNSRJ-UHFFFAOYSA-N,2993-24-0,['4.0E+00'],['?'],[25.0]
flubenzimine,IZFZCMFMJKDHJZ-UHFFFAOYSA-N,37893-02-0,['2.3E+10'],['?'],[25.0]
thiazafluron,BBJPZPLAZVZTGR-UHFFFAOYSA-N,25366-23-8,['3.2E+04'],['?'],[25.0]
4-nitrophenylsulfur pentafluoride,AGNCKMHGYZKMLN-UHFFFAOYSA-N,2613-27-6,['1.6E-01'],['?'],[25.0]
undecafluoro-N-methyl-1-pentanesulfonamide,BKKNDZBSSSAGIB-UHFFFAOYSA-N,68298-13-5,"['3.5E-04', '4.4E-02', '5.6E-04', '6.2E-01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulfonamide",DSRUAYIFDCHEEV-UHFFFAOYSA-N,34454-97-2,"['1.8E+01', '1.1E+01', '4.6E-01', '2.7E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
tridecafluoro-N-methyl-1-hexanesulfonamide,HPPDPHZGXWMRHN-UHFFFAOYSA-N,68259-15-4,"['6.7E-05', '9.2E-03', '2.5E-04', '1.2E-01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
perfluorooctane sulfonamide,RRRXPPIDPYTNJG-UHFFFAOYSA-N,754-91-6,"['5.5E-06', '3.4E+00', '7.9E-06']","['Q', 'Q', 'Q']","[25.0, 25.0, 25.0]"
emtricitabine,XQSPYNMVSIKCOC-NTSWFWBYSA-N,143491-57-0,['9.0E+11'],['Q'],[25.0]
"N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)butane-1-sulfonamide",ZSBOIPHQFKYRMG-UHFFFAOYSA-N,34449-89-3,"['1.3E+01', '8.8E+00', '1.4E-01', '2.1E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-methylheptane-1-sulphonamide",KDHCALLFPWZTPN-UHFFFAOYSA-N,68259-14-3,"['1.3E-05', '1.6E-03', '1.2E-04', '2.4E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-N-methylpentane-1-sulphonamide",BRBCKWCOTRPYGH-UHFFFAOYSA-N,68555-74-8,"['3.4E+00', '2.9E+00', '2.1E-01', '5.6E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-(3-(dimethylamino)propyl)-nonafluoro-1-butanesulfonamide,XMRMVBVJGSKMEN-UHFFFAOYSA-N,68555-77-1,"['2.1E+00', '3.1E+01', '1.1E+00', '6.0E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-methylperfluorooctanesulphonamide,SRMWNTGHXHOWBT-UHFFFAOYSA-N,31506-32-8,"['4.4E-04', '2.4E-06', '2.1E-04', '5.2E-05', '5.0E-03']","['M', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0]"
"N-ethyl-1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-1-pentanesulfonamide",GBPAQIZWHVCENQ-UHFFFAOYSA-N,68555-72-6,"['2.5E+00', '2.3E+00', '6.0E-02', '4.1E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-N-methyl-1-hexanesulfonamide",UYIBZOUSVFOPJK-UHFFFAOYSA-N,68555-75-9,"['6.4E-01', '6.0E-01', '9.2E-02', '9.9E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)hexane-1-sulfonamide",SSGYCIQAXNQIBC-UHFFFAOYSA-N,34455-03-3,"['4.7E-01', '4.6E-01', '3.1E-02', '8.8E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-{methyl[(nonafluorobutyl)sulfonyl]\+amino}ethyl acrylate,KEMCLRGAIUJRAN-UHFFFAOYSA-N,67584-55-8,"['5.1E-01', '5.3E-01', '8.2E+01', '4.8E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-ethylperfluorooctanesulfonamide,CCEKAJIANROZEO-UHFFFAOYSA-N,4151-50-2,"['9.4E-04', '1.8E-06', '1.8E-06', '1.4E-04', '9.5E-06', '3.8E-03', '6.4E-03', '7.5E-03']","['M', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-N-methylheptane-1-sulphonamide",UIZUTEDYGNRNSW-UHFFFAOYSA-N,68555-76-0,"['1.2E-01', '9.5E-02', '4.5E-02', '2.1E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-methyl perfluorooctane sulfonamidoethanol,PLGACQRCZCVKGK-UHFFFAOYSA-N,24448-09-7,"['2.3E-02', '1.2E-02', '1.9E-02', '4.3E-01', '4.8E-01', '2.1E-03']","['Q', 'Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide",HINASMOVWHGCAK-UHFFFAOYSA-N,68555-73-7,"['9.0E-02', '7.2E-02', '1.5E-02', '1.8E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
mefluidide,OKIBNKKYNPBDRS-UHFFFAOYSA-N,53780-34-0,['7.6E+05'],['Q'],[25.0]
"N-(3-(dimethylamino)propyl)-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",INDOGKYZYLAGEM-UHFFFAOYSA-N,50598-28-2,"['7.7E-02', '1.5E+00', '2.2E-01', '2.5E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-(methyl((undecafluoropentyl)\+sulfonyl)amino)ethyl prop-2-enoate,FZWFDJBZTLTRGH-UHFFFAOYSA-N,67584-56-9,"['9.7E-02', '2.0E-01', '7.5E+01', '9.7E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-(methyl((nonafluorobutyl)\+sulphonyl)amino)ethyl methacrylate,BEIWUHUHJDEMQO-UHFFFAOYSA-N,67584-59-2,"['3.3E-01', '5.0E-01', '1.9E-01', '2.9E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-(3-(dimethylamino)propyl)\+pentadecafluoro-1-heptanesulfonamide,RFJQYRXZGNILIY-UHFFFAOYSA-N,67584-54-7,"['1.5E-02', '2.3E-01', '1.8E-02', '5.2E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
acrylic acid 2-[methyl[(tridecafluorohexyl)sulfonyl]\+amino]ethyl ester,HLKZFXXWGVPYAY-UHFFFAOYSA-N,67584-57-0,"['1.8E-02', '6.0E-02', '3.4E+01', '2.0E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
N-ethyl perfluorooctane sulfonamidoethanol,HUFHNYZNTFSKCT-UHFFFAOYSA-N,1691-99-2,"['1.7E-02', '8.6E-03', '6.2E-03', '3.3E-01', '5.7E-02', '1.2E-03']","['Q', 'Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
flumetsulam,RXCPQSJAVKGONC-UHFFFAOYSA-N,98967-40-9,['1.5E+11'],['?'],[25.0]
florasulam,QZXATCCPQKOEIH-UHFFFAOYSA-N,145701-23-1,"['1.7E+06', '2.3E+06', '3.4E+07', '3.0E+04']","['V', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
2-(methyl((pentadecafluoroheptyl)\+sulphonyl)amino)ethyl acrylate,BEYGZFVOTUDDJK-UHFFFAOYSA-N,68084-62-8,"['3.5E-03', '1.5E-02', '9.9E+00', '4.2E-01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
flazasulfuron,HWATZEJQIXKWQS-UHFFFAOYSA-N,104040-78-0,"['1.6E+06', '3.9E+05']","['Q', '?']","[25.0, 25.0]"
tritosulfuron,KVEQCVKVIFQSGC-UHFFFAOYSA-N,142469-14-5,['1.0E+04'],['?'],[25.0]
pyroxsulam,GLBLPMUBLHYFCW-UHFFFAOYSA-N,422556-08-9,['1.4E+06'],['?'],[25.0]
N-methyl perfluorooctane sulfonamidoethylacrylate,RTJZWOGSCLVJLD-UHFFFAOYSA-N,25268-77-3,"['4.4E-02', '2.2E-03']","['Q', 'Q']","[25.0, 25.0]"
pyrasulfotole,CZRVDACSCJKRFL-UHFFFAOYSA-N,365400-11-9,['7.0E+08'],['V'],[25.0]
triafamone,GBHVIWKSEHWFDD-UHFFFAOYSA-N,874195-61-6,['8.2E+03'],['?'],[25.0]
flufenacet,IANUJLZYFUDJIH-UHFFFAOYSA-N,142459-58-3,"['1.7E+03', '1.1E+03']","['V', '?']","[25.0, 25.0]"
"N-butyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-1-octanesulfonamide",AQWROZBAYZBWIH-UHFFFAOYSA-N,2263-09-4,"['9.7E-03', '4.1E-03', '3.8E-02', '2.2E-01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
ethyl N-ethyl-N-[(heptadecafluorooctyl)\+sulphonyl]glycinate,LMUUXHHNCDERBQ-UHFFFAOYSA-N,1869-77-8,"['1.3E-05', '1.8E-03', '4.3E+00', '3.0E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
perfluidone,WHTBVLXUSXVMEV-UHFFFAOYSA-N,37924-13-3,"['1.3E+02', '1.6E+08']","['V', 'Q']","[25.0, 25.0]"
2-(((heptadecafluorooctyl)sulfonyl)\+methylamino)ethyl methacrylate,UZMOXNBUTMPDCX-UHFFFAOYSA-N,14650-24-9,"['4.2E-04', '3.3E-03', '2.5E+00', '5.4E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-(N-ethylperfluorooctane-sulfonamido)ethyl acrylate,ZAZJGBCGMUKZEL-UHFFFAOYSA-N,423-82-5,['1.1E+00'],['?'],[25.0]
isoxaflutole,OYIKARCXOQLFHF-UHFFFAOYSA-N,141112-29-0,"['5.3E+04', '5.3E+04']","['X', '?']","[25.0, 25.0]"
primisulfuron-methyl,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,86209-51-0,['7.0E+06'],['Q'],[25.0]
dithiopyr,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,97886-45-8,['6.5E+00'],['?'],[25.0]
penoxsulam,SYJGKVOENHZYMQ-UHFFFAOYSA-N,219714-96-2,"['9.0E+12', '1.2E+14', '4.7E+11', '3.4E+13']","['V', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
pantoprazole,IQPSEEYGBUAQFF-UHFFFAOYSA-N,102625-70-7,['1.7E+14'],['Q'],[25.0]
2-(N-ethylperfluorooctanesulfamido)ethyl methacrylate,DBCGADAHIXJHCE-UHFFFAOYSA-N,376-14-7,"['3.2E-04', '3.9E-03', '1.5E+00', '4.1E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
thiazopyr,YIJZJEYQBAAWRJ-UHFFFAOYSA-N,117718-60-2,"['2.1E+01', '2.1E+01', '8.7E+03']","['V', 'V', 'Q']","[25.0, 25.0, 25.0]"
penthiopyrad,PFFIDZXUXFLSSR-UHFFFAOYSA-N,183675-82-3,"['7.1E+03', '1.3E+02', '2.4E+03', '1.6E+02']","['?', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0]"
triflusulfuron-methyl,IMEVJVISCHQJRM-UHFFFAOYSA-N,126535-15-7,['4.2E+02'],['?'],[25.0]
celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,169590-42-5,['1.3E+07'],['Q'],[25.0]
2-(butyl((heptadecafluorooctyl)\+sulfonyl)amino)ethyl acrylate,AQQNNAXBGPWALO-UHFFFAOYSA-N,383-07-3,"['2.9E-04', '4.1E-03', '1.8E+00', '4.3E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
thidiazimin,HZKBYBNLTLVSPX-JZJYNLBNSA-N,123249-43-4,['3.5E+08'],['?'],[25.0]
benthiavalicarb isopropyl,USRKFGIXLGKMKU-IAQYHMDHSA-N,177406-68-7,"['1.1E+02', '1.1E+02']","['X', '?']","[25.0, 25.0]"
flutianil,KGXUEPOHGFWQKF-ZCXUNETKSA-N,958647-10-4,['7.2E+01'],['?'],[25.0]
rosuvastatin,BPRHUIZQVSMCRT-YXWZHEERSA-N,287714-41-4,['2.9E+14'],['Q'],[25.0]
oxathiapiprolin,IAQLCKZJGNTRDO-UHFFFAOYSA-N,1003318-67-9,['2.8E+02'],['?'],[25.0]
trichloromethanesulfenyl chloride,RYFZYYUIAZYQLC-UHFFFAOYSA-N,594-42-3,"['4.1E-02', '6.9E-04', '9.5E-04', '5.3E-03']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,1,2,2-tetrachloroethanesulfenyl chloride",LCVOCDOSGJHZFH-UHFFFAOYSA-N,1185-09-7,"['8.8E-02', '3.7E-03', '1.9E-02', '6.7E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-chloroethyl methyl sulfide,MYFKLQFBFSHBPA-UHFFFAOYSA-N,542-81-4,['5.3E-02'],['?'],[25.0]
2-chloroethyl ethyl sulfide,GBNVXYXIRHSYEG-UHFFFAOYSA-N,693-07-2,"['2.0E-02', '2.7E-02']","['Q', '?']","[25.0, 25.0]"
"2,2'-dichlorodiethylsulfide",QKSKPIVNLNLAAV-UHFFFAOYSA-N,505-60-2,"['3.0E-01', '2.2E-02', '1.5E-01', '1.6E-01', '4.0E-01', '4.1E-01', '4.1E-01']","['V', 'Q', 'Q', 'Q', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
"1,2-bis(2-chloroethylthio)ethane",AMGNHZVUZWILSB-UHFFFAOYSA-N,3563-36-8,['8.8E+01'],['?'],[25.0]
pentachlorobenzenethiol,LLMLGZUZTFMXSA-UHFFFAOYSA-N,133-49-3,"['6.6E-02', '8.4E-02', '2.7E-02', '1.3E+00', '2.2E-02']","['Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0]"
chloroethyl phenyl sulfide,QDXIHHOPZFCEAP-UHFFFAOYSA-N,5535-49-9,['1.3E-01'],['?'],[25.0]
tetrasul,QUWSDLYBOVGOCW-UHFFFAOYSA-N,2227-13-6,['9.3E-01'],['?'],[25.0]
methanesulfonyl chloride,QARBMVPHQWIHKH-UHFFFAOYSA-N,124-63-0,['2.2E-01'],['Q'],[25.0]
bis(trichloromethyl)sulfone,YBNLWIZAWPBUKQ-UHFFFAOYSA-N,3064-70-8,"['8.2E+02', '8.2E+02', '1.2E-02', '3.1E+03', '1.0E+01']","['Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0]"
benzenesulfonyl chloride,CSKNSYBAZOQPLR-UHFFFAOYSA-N,98-09-9,"['1.1E+00', '1.7E+01', '6.7E+00', '1.6E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
4-methylbenzenesulfonyl chloride,YYROPELSRYBVMQ-UHFFFAOYSA-N,98-59-9,"['1.0E+00', '1.8E+01', '1.2E+01', '9.2E+01']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
endosulfan,RDYMFSUJUZBWLH-UHFFFAOYSA-N,115-29-7,"['9.4E-01', '1.1E+02', '2.4E+01', '1.1E+02', '2.3E+08', '3.1E+01', '7.8E-01']","['V', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
