Compound,InChIKey,Constants,Types,Temperature
2-(4-chlorobenzoyl)benzoic acid,YWECCEXWKFHHQJ-UHFFFAOYSA-N,"['3.4E+05', '3.6E+04', '7.9E+07', '2.1E+06']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"(2,4,5-trichlorophenoxy)acetic acid butoxyethanol ester",GLDWASBMYWLQGG-UHFFFAOYSA-N,['1.2E+02'],['Q'],[25.0]
"(2,4-dichlorophenoxy)-acetic acid, 2-butoxyethyl ester",ZMWGIGHRZQTQRE-UHFFFAOYSA-N,"['6.2E+01', '6.2E+01', '6.0E+01']","['V', 'V', 'Q']","[25.0, 25.0, 25.0]"
"1-chloro-9,10-anthracenedione",BOCJQSFSGAZAPQ-UHFFFAOYSA-N,"['4.3E+02', '4.2E+03']","['Q', 'Q']","[25.0, 25.0]"
chlorflurenol methyl,LINPVWIEWJTEEJ-UHFFFAOYSA-N,['1.3E+03'],['?'],[25.0]
"4,4'-(1-methylethylidene)bis(2,6-dichlorophenol)",KYPYTERUKNKOLP-UHFFFAOYSA-N,['3.5E+06'],['Q'],[25.0]
diclofop,OOLBCHYXZDXLDS-UHFFFAOYSA-N,['9.2E+05'],['?'],[25.0]
methoxychlor,IAKOZHOLGAGEJT-UHFFFAOYSA-N,"['4.9E+01', '1.0E+00', '4.0E+00', '5.5E+00', '2.8E+00', '6.4E+00', '4.9E+01']","['M', 'V', 'Q', 'Q', 'Q', 'Q', '?']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
diclofop-methyl,BACHBFVBHLGWSL-UHFFFAOYSA-N,"['5.0E+00', '5.0E+00', '1.3E+02', '2.6E+02', '9.5E+01']","['V', 'V', 'Q', 'Q', '?']","[25.0, 25.0, 25.0, 25.0, 25.0]"
chlorobenzilate,RAPBNVDSDCTNRC-UHFFFAOYSA-N,"['1.4E+02', '2.6E+02']","['V', '?']","[25.0, 25.0]"
"(2,4-dichlorophenoxy)-acetic acid 2-ethylhexyl ester",QZSFJRIWRPJUOH-UHFFFAOYSA-N,"['5.5E-01', '5.5E-01']","['X', '?']","[25.0, 25.0]"
"(2,4-dichlorophenoxy)-acetic acid, isooctyl ester",BBPLSOGERZQYQC-UHFFFAOYSA-N,"['1.0E-01', '3.3E-01', '1.7E-01']","['V', 'Q', 'Q']","[25.0, 25.0, 25.0]"
mecoprop-2-butoxyethyl ester,GWFGUAFFJVHZKY-UHFFFAOYSA-N,['5.0E+00'],['?'],[25.0]
chloropropylate,AXGUBXVWZBFQGA-UHFFFAOYSA-N,"['1.2E+03', '1.0E+02']","['V', '?']","[25.0, 25.0]"
MCPA-2-ethylhexyl ester,IDGRPSMONFWWEK-UHFFFAOYSA-N,['2.3E-01'],['?'],[25.0]
"1-(2-(2-chloroethoxy)ethoxy)-4-(1,1,3,3-tetramethylbutyl)benzene",FITQCDWGUKECBJ-UHFFFAOYSA-N,"['5.3E-01', '1.6E+00', '3.8E-01', '8.4E-02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
fenofibrate,YMTINGFKWWXKFG-UHFFFAOYSA-N,['2.2E+03'],['Q'],[25.0]
indanofan,PMAAYIYCDXGUAP-UHFFFAOYSA-N,"['1.5E+04', '5.4E+03']","['V', 'Q']","[25.0, 25.0]"
spirodiclofen,DTDSAWVUFPGDMX-UHFFFAOYSA-N,"['1.7E+02', '5.0E+02']","['V', '?']","[25.0, 25.0]"
permethrin,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,"['5.3E+00', '4.1E+00', '9.0E+00', '1.2E+01']","['V', 'V', 'V', 'Q']","[25.0, 25.0, 25.0, 25.0]"
chlorophacinone,UDHXJZHVNHGCEC-UHFFFAOYSA-N,"['2.7E+06', '4.1E+04']","['V', 'Q']","[25.0, 25.0]"
chlormadinone acetate,QMBJSIBWORFWQT-UHFFFAOYSA-N,['1.8E+04'],['Q'],[25.0]
"3,4,5,6-tetrachlorophthalic acid bis(2-ethylhexyl) ester",BELGUQVGZMFEAQ-UHFFFAOYSA-N,"['2.8E+00', '2.3E+01', '1.0E+04', '3.5E+00']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
endosulfan alcohol,GTSJHTSVFKEASK-UHFFFAOYSA-N,"['7.7E+03', '3.0E+06', '1.3E+05', '1.8E+05']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
chlorendic anhydride,FLBJFXNAEMSXGL-UHFFFAOYSA-N,"['1.1E+02', '3.1E+04', '1.5E+04', '3.9E+07']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
"1,4,5,6,7,7-hexachloro-bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",DJKGDNKYTKCJKD-UHFFFAOYSA-N,"['3.3E+08', '3.3E+08', '3.1E+09', '3.9E+09', '7.3E+07']","['Q', 'Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0]"
heptachlorepoxide,ZXFXBSWRVIQKOD-UHFFFAOYSA-N,"['4.8E-01', '5.9E-01', '9.6E-01', '5.0E-01', '4.7E-01', '3.1E-01', '5.4E-01', '1.3E+01', '3.1E-01', '6.6E-01', '7.7E-01', '7.3E+00', '5.4E+00', '4.7E-01']","['L', 'L', 'M', 'M', 'M', 'M', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', '?']","[25.0, 25.0, 25.0, 4926.85, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
dieldrin,DFBKLUNHFCTMDC-NLUYNBKHSA-N,"['1.0E+00', '9.1E-01', '9.1E-01', '6.5E-01', '9.2E-01', '9.8E-01', '3.4E-01', '1.7E-01', '8.9E-01', '8.9E-01', '4.9E+01', '8.8E-03', '1.7E-01', '5.0E+01', '2.2E+01', '9.8E-01', '1.7E-01', '4.7E-02', '1.3E+00', '1.7E-01', '2.4E-01', '7.2E-01', '7.4E-04', '1.1E+00', '2.7E+00', '9.9E-01', '1.2E+00', '5.7E+01']","['L', 'L', 'L', 'M', 'M', 'M', 'M', 'M', 'V', 'V', 'V', 'X', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', '?', '?', '?']","[25.0, 25.0, 25.0, 25.0, 5526.85, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
endrin,DFBKLUNHFCTMDC-GKRDHZSOSA-N,"['1.6E+00', '9.1E-01', '1.5E+00', '1.8E+00', '1.6E+00', '3.0E+01', '3.0E+01', '5.6E+03', '2.4E+01', '1.2E+00', '7.2E-01', '1.1E+00', '2.7E+00', '1.6E+00']","['L', 'L', 'M', 'M', 'M', 'V', 'V', 'C', 'C', 'Q', 'Q', 'Q', 'Q', '?']","[25.0, 25.0, 25.0, 4326.85, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
"1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid, dibutyl ester",UJAHPBDUQZFDLA-UHFFFAOYSA-N,"['5.8E+02', '1.4E+02', '4.6E+03', '8.0E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
di-2-ethylhexyl chlorendate,ONIHOIFWLALAQH-UHFFFAOYSA-N,"['6.0E+01', '2.1E+02', '5.2E+03', '1.6E+02']","['Q', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0]"
2-chlorodiphenyl ether,IPBRZLMGGXHHMS-UHFFFAOYSA-N,['3.1E-02'],['V'],[25.0]
3-chlorodiphenyl ether,BMURONZFJJPAOK-UHFFFAOYSA-N,"['1.2E-01', '2.7E-02', '3.0E-01']","['V', 'Q', 'Q']","[25.0, 25.0, 25.0]"
4-chlorodiphenyl ether,PGPNJCAMHOJTEF-UHFFFAOYSA-N,"['1.1E-01', '4.5E-02', '9.0E-02', '4.0E-02', '3.1E-02']","['V', 'V', 'X', 'C', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0]"
"2,3-dichlorodiphenyl ether",VSKSUBSGORDMQX-UHFFFAOYSA-N,['2.4E-01'],['V'],[25.0]
"2,4-dichlorodiphenyl ether",KXIPYLZZJZMMPD-UHFFFAOYSA-N,['1.9E-01'],['V'],[25.0]
"2,4'-dichlorodiphenyl ether",MWKULKMSBBSGTP-UHFFFAOYSA-N,['3.2E-02'],['V'],[25.0]
"2,5-dichlorodiphenyl ether",VITXVDNQHXYQSK-UHFFFAOYSA-N,['7.9E-02'],['V'],[25.0]
"2,6-dichlorodiphenyl ether",IRLZOQDGEAEIPX-UHFFFAOYSA-N,['5.0E-02'],['V'],[25.0]
"3,4-dichlorodiphenyl ether",QFQLZVAAQOJUFS-UHFFFAOYSA-N,['1.1E-01'],['V'],[25.0]
"3,4'-dichlorodiphenyl ether",HPRGYUWRGCTBAV-UHFFFAOYSA-N,['1.3E-01'],['V'],[25.0]
"3,5-dichlorodiphenyl ether",LEKOWSSKXYFERR-UHFFFAOYSA-N,['6.5E-02'],['V'],[25.0]
"4,4'-dichlorodiphenyl ether",URUJZHZLCCIILC-UHFFFAOYSA-N,['2.1E-01'],['V'],[25.0]
"2,2',4-trichlorodiphenyl ether",YXMNUPKWUMIZAV-UHFFFAOYSA-N,['4.5E-01'],['V'],[25.0]
"2,3,4-trichlorodiphenyl ether",ANKBTLMYMVMWBS-UHFFFAOYSA-N,['2.8E-01'],['V'],[25.0]
"2,3,4'-trichlorodiphenyl ether",KOTNFWJIMRGVBR-UHFFFAOYSA-N,['3.2E-01'],['V'],[25.0]
"2,3,5-trichlorodiphenyl ether",MDSPKCWGOVVFJD-UHFFFAOYSA-N,['2.2E-01'],['V'],[25.0]
"2,3,6-trichlorodiphenyl ether",RQSRPDGSUDRYLH-UHFFFAOYSA-N,['3.0E-02'],['V'],[25.0]
"2,3',4-trichlorodiphenyl ether",BJFOCMRBCBZFJT-UHFFFAOYSA-N,['1.5E-01'],['V'],[25.0]
"2,4,4'-trichlorodiphenyl ether",PIORTDHJOLELKR-UHFFFAOYSA-N,['3.0E-02'],['V'],[25.0]
"2,4,5-trichlorodiphenyl ether",UWKZWXCTDPYXHU-UHFFFAOYSA-N,['8.9E-03'],['V'],[25.0]
"2,4,6-trichlorodiphenyl ether",WXLQUFLKMICSSY-UHFFFAOYSA-N,['1.4E-02'],['V'],[25.0]
"2,4',5-trichlorodiphenyl ether",FZBSTAVCYOMFMD-UHFFFAOYSA-N,['1.6E-01'],['V'],[25.0]
"2,4',6-trichlorodiphenyl ether",ZMRFCSWFCKICQE-UHFFFAOYSA-N,['4.2E-02'],['V'],[25.0]
"2,3',4'-trichlorodiphenyl ether",VBNJGYOQZAENPO-UHFFFAOYSA-N,['3.4E-01'],['V'],[25.0]
"3,3',4-trichlorodiphenyl ether",BUKLLCIUMZELOH-UHFFFAOYSA-N,['2.2E-01'],['V'],[25.0]
"3,4,4'-trichlorodiphenyl ether",FTZDEZOARSJHGU-UHFFFAOYSA-N,['1.6E-01'],['V'],[25.0]
"3,4,5-trichlorodiphenyl ether",ZQCCHNBMSHOJAT-UHFFFAOYSA-N,['9.1E-03'],['V'],[25.0]
"3,4',5-trichlorodiphenyl ether",CCEZFZGXWFJQEF-UHFFFAOYSA-N,['1.6E-01'],['V'],[25.0]
"2,2',3,4-tetrachlorodiphenyl ether",VTTDWGUAWMLHPR-UHFFFAOYSA-N,['5.5E-02'],['V'],[25.0]
"2,2',3,4'-tetrachlorodiphenyl ether",UYVBJPIPRAJEKW-UHFFFAOYSA-N,['5.8E-02'],['V'],[25.0]
"2,2',4,4'-tetrachlorodiphenyl ether",ZRWRPGGXCSSBAO-UHFFFAOYSA-N,"['2.9E-02', '2.8E-01']","['V', 'Q']","[25.0, 25.0]"
"2,2',4,5-tetrachlorodiphenyl ether",DRVAMLZVBNYSQE-UHFFFAOYSA-N,['1.6E-02'],['V'],[25.0]
"2,2',4,5'-tetrachlorodiphenyl ether",XIXPEFLLHQAIOY-UHFFFAOYSA-N,['2.6E-02'],['V'],[25.0]
"2,3,3',4-tetrachlorodiphenyl ether",IZISEKJPNSBPRX-UHFFFAOYSA-N,['2.3E-02'],['V'],[25.0]
"2,3,3',4'-tetrachlorodiphenyl ether",JVFGXWCLGNACOG-UHFFFAOYSA-N,['4.4E-02'],['V'],[25.0]
"2,3,4,4'-tetrachlorodiphenyl ether",ZPOBHUZRVVTGKB-UHFFFAOYSA-N,['3.6E-02'],['V'],[25.0]
"2,3,4,5-tetrachlorodiphenyl ether",QAPPZLVGIXQUJW-UHFFFAOYSA-N,['6.6E-03'],['V'],[25.0]
"2,3,4,6-tetrachlorodiphenyl ether",WJZPRRFFZWVZJL-UHFFFAOYSA-N,['9.1E-03'],['V'],[25.0]
"2,3,4',5-tetrachlorodiphenyl ether",YHQRYZGDQCSHFO-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,3,4',6-tetrachlorodiphenyl ether",HJCNTJIMUWQMSA-UHFFFAOYSA-N,['3.8E-02'],['V'],[25.0]
"2,3,5,6-tetrachlorodiphenyl ether",UFGXCDQXRUFDMA-UHFFFAOYSA-N,['9.3E-03'],['V'],[25.0]
"2,3',4,4'-tetrachlorodiphenyl ether",CAWSVYYOUZEMHA-UHFFFAOYSA-N,['2.5E-02'],['V'],[25.0]
"2,3',4,5-tetrachlorodiphenyl ether",QDQGECFQVPRMEO-UHFFFAOYSA-N,['8.9E-03'],['V'],[25.0]
"2,3',4,5'-tetrachlorodiphenyl ether",XORVNHCKWFPDLN-UHFFFAOYSA-N,['1.0E-02'],['V'],[25.0]
"2,3',4',5-tetrachlorodiphenyl ether",MFTPXFIGIJCNJM-UHFFFAOYSA-N,['1.8E-02'],['V'],[25.0]
"2,3',4',6-tetrachlorodiphenyl ether",IZZULMOBRTYHMH-UHFFFAOYSA-N,['4.6E-02'],['V'],[25.0]
"2,4,4',5-tetrachlorodiphenyl ether",KXOJXWNARBQHNX-UHFFFAOYSA-N,['1.9E-02'],['V'],[25.0]
"2,4,4',6-tetrachlorodiphenyl ether",YCWRSOTXXJYCKF-UHFFFAOYSA-N,['1.7E-02'],['V'],[25.0]
"3,3',4,4'-tetrachlorodiphenyl ether",DHLVZXZRIZBPKG-UHFFFAOYSA-N,['4.1E-02'],['V'],[25.0]
"3,3',4,5'-tetrachlorodiphenyl ether",BUPRSRBWDJVKGG-UHFFFAOYSA-N,['1.0E-02'],['V'],[25.0]
"3,4,4',5-tetrachlorodiphenyl ether",CAUBBRCOHHHCNG-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,2',3,3',4-pentachlorodiphenyl ether",ABRDPORILGADAP-UHFFFAOYSA-N,['8.3E-02'],['V'],[25.0]
"2,2',3,4,4'-pentachlorodiphenyl ether",RSBUDFTVQYJNHK-UHFFFAOYSA-N,['5.2E-02'],['V'],[25.0]
"2,2',3,4,5'-pentachlorodiphenyl ether",SCLCXTQIVCULDR-UHFFFAOYSA-N,['2.2E-02'],['V'],[25.0]
"2,2',3,4,6'-pentachlorodiphenyl ether",JGXAONSRHOSPTJ-UHFFFAOYSA-N,['6.5E-02'],['V'],[25.0]
"2,2',3,4',5-pentachlorodiphenyl ether",QPEBRZQSEUOWPA-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,2',3,4',6-pentachlorodiphenyl ether",BRNKJDZWZYZVNM-UHFFFAOYSA-N,['3.9E-02'],['V'],[25.0]
"2,2',3,4',5'-pentachlorodiphenyl ether",ABYZYVAIOYICJQ-UHFFFAOYSA-N,['3.3E-02'],['V'],[25.0]
"2,2',4,4',5-pentachlorodiphenyl ether",AVURWLKSFZBANQ-UHFFFAOYSA-N,"['1.8E-02', '3.8E-02']","['V', 'T']","[25.0, 5826.85]"
"2,2',4,4',6-pentachlorodiphenyl ether",FONWDRSQXQZNBN-UHFFFAOYSA-N,"['2.1E-02', '1.3E-02']","['V', 'T']","[25.0, 5526.85]"
"2,2',4,5,5'-pentachlorodiphenyl ether",MKIAKZAWONVRFF-UHFFFAOYSA-N,['1.6E-02'],['V'],[25.0]
"2,2',4,5,6'-pentachlorodiphenyl ether",BOJBTUWEQMUWHT-UHFFFAOYSA-N,['3.7E-02'],['V'],[25.0]
"2,3,3',4,4'-pentachlorodiphenyl ether",PKEGIXYNAGGYPN-UHFFFAOYSA-N,['4.2E-02'],['V'],[25.0]
"2,3,3',4,5'-pentachlorodiphenyl ether",HCTKORQPUZCIAO-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,3,3',4,6-pentachlorodiphenyl ether",SEIXDCGLHKOBEO-UHFFFAOYSA-N,['1.4E-02'],['V'],[25.0]
"2,3,3',4',6-pentachlorodiphenyl ether",KASGFDPQAMDPAZ-UHFFFAOYSA-N,['3.6E-02'],['V'],[25.0]
"2,3,4,4',5-pentachlorodiphenyl ether",WSTVMACYLXUQIM-UHFFFAOYSA-N,['1.2E-02'],['V'],[25.0]
"2,3,4,4',6-pentachlorodiphenyl ether",LUNNFBBTEHRYMW-UHFFFAOYSA-N,['1.1E-02'],['V'],[25.0]
"2,3,4,5,6-pentachlorodiphenyl ether",JDWOFUWJURZFFF-UHFFFAOYSA-N,['6.6E-03'],['V'],[25.0]
"2,3,4',5,6-pentachlorodiphenyl ether",UETIKWAWMZLQQZ-UHFFFAOYSA-N,['1.1E-02'],['V'],[25.0]
"2,3',4,4',5-pentachlorodiphenyl ether",NRAVUGAGYOBXIG-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,3',4,4',6-pentachlorodiphenyl ether",POOXVKSDWCXIBU-UHFFFAOYSA-N,['1.3E-02'],['V'],[25.0]
"2,3',4,5,5'-pentachlorodiphenyl ether",XIFRTJZLSYOLIU-UHFFFAOYSA-N,['4.8E-03'],['V'],[25.0]
"2,3',4,4',5'-pentachlorodiphenyl ether",BUAXMSGDEZZOJD-UHFFFAOYSA-N,['1.3E-02'],['V'],[25.0]
"3,3',4,4',5-pentachlorodiphenyl ether",WDBLKMRZRGLISL-UHFFFAOYSA-N,['1.0E-02'],['V'],[25.0]
"2,2',3,3',4,4'-hexachlorodiphenyl ether",GSWMXIIUDJOXNF-UHFFFAOYSA-N,['8.3E-02'],['V'],[25.0]
"2,2',3,3',4,5'-hexachlorodiphenyl ether",JTEWACHFMNTRBB-UHFFFAOYSA-N,['1.5E-02'],['V'],[25.0]
"2,2',3,3',4,6'-hexachlorodiphenyl ether",YDVYLSIVXYLBBX-UHFFFAOYSA-N,['6.2E-02'],['V'],[25.0]
"2,2',3,4,4',5-hexachlorodiphenyl ether",LDPJEMNNPDFBCQ-UHFFFAOYSA-N,"['1.8E-02', '1.9E-02']","['V', 'T']","[25.0, 6126.85]"
"2,2',3,4,4',5'-hexachlorodiphenyl ether",PHSJJYZIFPWCLZ-UHFFFAOYSA-N,"['2.9E-02', '2.8E-02']","['V', 'T']","[25.0, 6226.85]"
"2,2',3,4,4',6-hexachlorodiphenyl ether",BIWCEXHDIQZFHI-UHFFFAOYSA-N,['9.8E-03'],['V'],[25.0]
"2,2',3,4,4',6'-hexachlorodiphenyl ether",XDAOZRZWYVKIAK-UHFFFAOYSA-N,['3.0E-02'],['V'],[25.0]
"2,2',3,4',5,5'-hexachlorodiphenyl ether",SFTBUGPDOJDENF-UHFFFAOYSA-N,['1.0E-02'],['V'],[25.0]
"2,2',3,4',5,6-hexachlorodiphenyl ether",DIBYIHMYEPMGKC-UHFFFAOYSA-N,['1.0E-02'],['V'],[25.0]
"2,2',3,4',5',6-hexachlorodiphenyl ether",RDKSFIZNZGWNLA-UHFFFAOYSA-N,['3.1E-02'],['V'],[25.0]
"2,2',4,4',5,5'-hexachlorodiphenyl ether",PECXRRMHOQBOIE-UHFFFAOYSA-N,"['1.3E-02', '1.1E-02']","['V', 'T']","[25.0, 6026.85]"
"2,2',4,4',5,6'-hexachlorodiphenyl ether",XKQUAQGQLZDDBV-UHFFFAOYSA-N,"['1.4E-02', '4.4E-03']","['V', 'T']","[25.0, 5626.85]"
"2,3,3',4,4',5-hexachlorodiphenyl ether",GHTWMHLFFDEYRE-UHFFFAOYSA-N,['1.2E-02'],['V'],[25.0]
"2,3,3',4,4',5'-hexachlorodiphenyl ether",FEIDIWDEJQVIPO-UHFFFAOYSA-N,['2.8E-02'],['V'],[25.0]
"2,3,3',4',5,6-hexachlorodiphenyl ether",YLAYOOJLJKJGCF-UHFFFAOYSA-N,['1.6E-02'],['V'],[25.0]
"2,3,4,4',5,6-hexachlorodiphenyl ether",MXDRLBNLTLOWGV-UHFFFAOYSA-N,['5.0E-03'],['V'],[25.0]
"2,3',4,4',5,5'-hexachlorodiphenyl ether",DYSUSQZPGJXVAL-UHFFFAOYSA-N,"['8.3E-03', '9.0E-03']","['V', 'T']","[25.0, 5926.85]"
"2,2',3,3',4,4',5-heptachlorodiphenyl ether",BLBURLWSCHSPIS-UHFFFAOYSA-N,['2.0E-02'],['V'],[25.0]
"2,2',3,3',4,5,6'-heptachlorodiphenyl ether",DQYYZAABYZAOOC-UHFFFAOYSA-N,['1.8E-02'],['V'],[25.0]
"2,2',3,3',4,5',6'-heptachlorodiphenyl ether",RXPQVFMDOJTCKE-UHFFFAOYSA-N,['1.4E-02'],['V'],[25.0]
"2,2',3,4,4',5,5'-heptachlorodiphenyl ether",YBYYCWMPXZRBNJ-UHFFFAOYSA-N,"['5.0E-03', '1.9E-02']","['V', 'T']","[25.0, 6526.85]"
"2,2',3,4,4',5,6-heptachlorodiphenyl ether",RPNFRXWGMTYOPA-UHFFFAOYSA-N,['3.4E-03'],['V'],[25.0]
"2,2',3,4,4',5,6'-heptachlorodiphenyl ether",XWRZWPPSQDHTFU-UHFFFAOYSA-N,['3.3E-03'],['T'],[6126.85]
"2,2',3,4,4',6,6'-heptachlorodiphenyl ether",WTYSJAGEYAAIFW-UHFFFAOYSA-N,['2.0E-01'],['T'],[7526.85]
"2,2',3,4',5,5',6-heptachlorodiphenyl ether",BHJCMMGUFRZLKK-UHFFFAOYSA-N,['7.4E-03'],['V'],[25.0]
"2,3,3',4,4',5,5'-heptachlorodiphenyl ether",JUHPMUOWCYBMEY-UHFFFAOYSA-N,['6.2E-03'],['V'],[25.0]
"2,3,3',4,4',5,6-heptachlorodiphenyl ether",QLSBRXLSQINWHM-UHFFFAOYSA-N,['5.8E-03'],['V'],[25.0]
"2,2',3,3',4,4',5,5'-octachlorodiphenyl ether",IXZVOZCULZBCDY-UHFFFAOYSA-N,['4.3E-03'],['V'],[25.0]
"2,2',3,3',4,4',5,6-octachlorodiphenyl ether",YHUPMPHVHYBYJE-UHFFFAOYSA-N,['1.8E-03'],['V'],[25.0]
"2,2',3,3',4,4',5,6'-octachlorodiphenyl ether",HYNYIQBCBHJTOZ-UHFFFAOYSA-N,['8.7E-03'],['T'],[6826.85]
"2,2',3,3',4,4',6,6'-octachlorodiphenyl ether",GRWRDFGBFYSOKR-UHFFFAOYSA-N,['7.7E-03'],['T'],[6726.85]
"2,2',3,3',4,5,5',6'-octachlorodiphenyl ether",MRHQOXCYYPFGEE-UHFFFAOYSA-N,['2.6E-03'],['V'],[25.0]
"2,2',3,4,4',5,5',6-octachlorodiphenyl ether",PKOSPVZTRLMBSK-UHFFFAOYSA-N,['2.3E-03'],['V'],[25.0]
"2,2',3,3',4,4',5,5',6-nonachlorodiphenyl ether",FPEYJPVHPGDXDD-UHFFFAOYSA-N,['5.1E-04'],['V'],[25.0]
decachlorodiphenyl ether,CIPFDHFTBYJKQB-UHFFFAOYSA-N,['7.1E-05'],['V'],[25.0]
1-chlorodibenzofuran,WRSMJZYBNIAAEE-UHFFFAOYSA-N,['8.3E-02'],['Q'],[25.0]
2-chlorodibenzofuran,PRKTYWJFCODJOA-UHFFFAOYSA-N,['1.1E-01'],['Q'],[25.0]
3-chlorodibenzofuran,BBOZMMAURMEVAR-UHFFFAOYSA-N,['1.3E-01'],['Q'],[25.0]
4-chlorodibenzofuran,RHRYBWFAHXCUCR-UHFFFAOYSA-N,['8.9E-02'],['Q'],[25.0]
"1,2-dichlorodibenzofuran",QVAPRJWSOUITIF-UHFFFAOYSA-N,['1.5E-01'],['Q'],[25.0]
"1,3-dichlorodibenzofuran",VKIBKEFGJSPRJC-UHFFFAOYSA-N,['2.0E-01'],['Q'],[25.0]
"1,4-dichlorodibenzofuran",VHQCMZLPHWGUDB-UHFFFAOYSA-N,['1.5E-01'],['Q'],[25.0]
"1,6-dichlorodibenzofuran",JRSRWACZUFLWKF-UHFFFAOYSA-N,['1.4E-01'],['Q'],[25.0]
"1,7-dichlorodibenzofuran",XRQNHPGZRFKBJW-UHFFFAOYSA-N,['1.9E-01'],['Q'],[25.0]
"1,8-dichlorodibenzofuran",UAFNQQBPUWFPGC-UHFFFAOYSA-N,['2.5E-01'],['Q'],[25.0]
"1,9-dichlorodibenzofuran",AEKSGHBVWJHELW-UHFFFAOYSA-N,['2.0E-01'],['Q'],[25.0]
"2,3-dichlorodibenzofuran",GETJJZZRPQFSFM-UHFFFAOYSA-N,['2.3E-01'],['Q'],[25.0]
"2,4-dichlorodibenzofuran",LHTCKMYRNOGUOA-UHFFFAOYSA-N,['1.9E-01'],['Q'],[25.0]
"2,6-dichlorodibenzofuran",XVLCNKFGFHUQNL-UHFFFAOYSA-N,['1.8E-01'],['Q'],[25.0]
"2,7-dichlorodibenzofuran",DOZUTNBCPVUMPY-UHFFFAOYSA-N,['2.0E-01'],['Q'],[25.0]
"2,8-dichlorodibenzofuran",IVVRJIDVYSPKFZ-UHFFFAOYSA-N,"['1.6E-01', '1.6E-01', '1.6E-01', '4.2E-01', '2.6E-01', '2.2E-01']","['V', 'V', 'V', 'Q', 'Q', 'Q']","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0]"
"3,4-dichlorodibenzofuran",HYQGGNWDPQZLGX-UHFFFAOYSA-N,['1.9E-01'],['Q'],[25.0]
"3,6-dichlorodibenzofuran",DMOBGFAKTSXOHG-UHFFFAOYSA-N,['2.2E-01'],['Q'],[25.0]
"3,7-dichlorodibenzofuran",OLTYAGNRSNFHLK-UHFFFAOYSA-N,['3.0E-01'],['Q'],[25.0]
"4,6-dichlorodibenzofuran",BZFIZJNKNCJEAD-UHFFFAOYSA-N,['2.2E-01'],['Q'],[25.0]
"1,2,3-trichlorodibenzofuran",LADSWAAWPMGHBE-UHFFFAOYSA-N,['2.9E-01'],['Q'],[25.0]
"1,2,4-trichlorodibenzofuran",RQIWKWHVZLDXEJ-UHFFFAOYSA-N,['2.5E-01'],['Q'],[25.0]
"1,2,6-trichlorodibenzofuran",CYRZCBUWRUACKJ-UHFFFAOYSA-N,['2.3E-01'],['Q'],[25.0]
"1,2,7-trichlorodibenzofuran",AFOVQGPNOZDUEP-UHFFFAOYSA-N,['2.3E-01'],['Q'],[25.0]
"1,2,8-trichlorodibenzofuran",UYIGPSPCOXGBCS-UHFFFAOYSA-N,['3.9E-01'],['Q'],[25.0]
"1,2,9-trichlorodibenzofuran",ICTXINQOXPMQPM-UHFFFAOYSA-N,['4.8E-01'],['Q'],[25.0]
"1,3,4-trichlorodibenzofuran",FIPOITUDJFQRRN-UHFFFAOYSA-N,['2.8E-01'],['Q'],[25.0]
"1,3,6-trichlorodibenzofuran",AGPTXRLVBIRYLV-UHFFFAOYSA-N,['3.3E-01'],['Q'],[25.0]
"1,3,7-trichlorodibenzofuran",INRBXOGZPDFCLQ-UHFFFAOYSA-N,['4.1E-01'],['Q'],[25.0]
