Compounds,InChI
C4MNO31OOH,"InChI=1S/C5H11NO5/c1-4(2)5(11-9)3-10-6(7)8/h4-5,9H,3H2,1-2H3"
C4MNO32OOH,"InChI=1S/C5H11NO5/c1-4(2)5(3-10-9)11-6(7)8/h4-5,9H,3H2,1-2H3"
C4NO32MOOH,"InChI=1S/C5H11NO5/c1-3-5(2,11-9)4-10-6(7)8/h9H,3-4H2,1-2H3"
C4NO3CO3H,"InChI=1S/C5H9NO6/c1-2-3-4(5(7)12-10)11-6(8)9/h4,10H,2-3H2,1H3"
C4NO3M1OOH,"InChI=1S/C5H11NO5/c1-3-5(2,4-10-9)11-6(7)8/h9H,3-4H2,1-2H3"
C4NO3M2OOH,"InChI=1S/C5H11NO5/c1-4(10-9)5(2,3)11-6(7)8/h4,9H,1-3H3"
C4NO3PAN,"InChI=1S/C5H8N2O8/c1-2-3-4(13-6(9)10)5(8)14-15-7(11)12/h4H,2-3H2,1H3"
C51NO32OOH,"InChI=1S/C5H11NO5/c1-2-3-5(11-9)4-10-6(7)8/h5,9H,2-4H2,1H3"
C52NO31OOH,"InChI=1S/C5H11NO5/c1-2-3-5(4-10-9)11-6(7)8/h5,9H,2-4H2,1H3"
C52NO33OOH,"InChI=1S/C5H11NO5/c1-3-5(11-9)4(2)10-6(7)8/h4-5,9H,3H2,1-2H3"
C53NO32OOH,"InChI=1S/C5H11NO5/c1-3-5(4(2)11-9)10-6(7)8/h4-5,9H,3H2,1-2H3"
C5PAN18,"InChI=1S/C5H6N2O8/c1-4(3-13-6(9)10)2-5(8)14-15-7(11)12/h2H,3H2,1H3"
C5PAN4,"InChI=1S/C5H9NO5/c1-3-4(2)5(7)10-11-6(8)9/h4H,3H2,1-2H3"
C5PAN6,"InChI=1S/C5H9NO5/c1-5(2,3)4(7)10-11-6(8)9/h1-3H3"
NC4CO3H,"InChI=1S/C5H7NO6/c1-4(2-5(7)12-10)3-11-6(8)9/h2,10H,3H2,1H3"
NISOPNO3,"InChI=1S/C5H8N2O6/c1-5(4-13-7(10)11)2-3-12-6(8)9/h2H,3-4H2,1H3"
NISOPOOH,"InChI=1S/C5H9NO5/c1-5(2-3-11-9)4-10-6(7)8/h2,9H,3-4H2,1H3"
PPEN,"InChI=1S/C5H9NO5/c1-2-3-4-5(7)10-11-6(8)9/h2-4H2,1H3"
C42MNO3OOH,"InChI=1S/C6H13NO5/c1-5(2,11-7(8)9)6(3,4)12-10/h10H,1-4H3"
C62NO33OOH,"InChI=1S/C6H13NO5/c1-3-4-6(12-10)5(2)11-7(8)9/h5-6,10H,3-4H2,1-2H3"
C63NO32OOH,"InChI=1S/C6H13NO5/c1-3-4-6(5(2)12-10)11-7(8)9/h5-6,10H,3-4H2,1-2H3"
C65NO36OOH,"InChI=1S/C6H13NO5/c1-2-3-4-6(5-11-10)12-7(8)9/h6,10H,2-5H2,1H3"
C65NO3CO3H,"InChI=1S/C6H11NO6/c1-2-3-4-5(6(8)13-11)12-7(9)10/h5,11H,2-4H2,1H3"
C65NO3PAN,"InChI=1S/C6H10N2O8/c1-2-3-4-5(14-7(10)11)6(9)15-16-8(12)13/h5H,2-4H2,1H3"
C66NO35OOH,"InChI=1S/C6H13NO5/c1-2-3-4-6(12-10)5-11-7(8)9/h6,10H,2-5H2,1H3"
C6PAN10,"InChI=1S/C6H11NO5/c1-3-5(2)4-6(8)11-12-7(9)10/h5H,3-4H2,1-2H3"
C6PAN15,"InChI=1S/C6H11NO5/c1-4-6(2,3)5(8)11-12-7(9)10/h4H2,1-3H3"
C6PAN17,"InChI=1S/C6H11NO5/c1-6(2,3)4-5(8)11-12-7(9)10/h4H2,1-3H3"
C6PAN18,"InChI=1S/C6H11NO5/c1-4(2)5(3)6(8)11-12-7(9)10/h4-5H,1-3H3"
C6PAN3,"InChI=1S/C6H11NO5/c1-3-4-5(2)6(8)11-12-7(9)10/h5H,3-4H2,1-2H3"
M22C43NO3,"InChI=1S/C6H13NO3/c1-5(6(2,3)4)10-7(8)9/h5H,1-4H3"
M22C4NO3,"InChI=1S/C6H13NO3/c1-6(2,3)4-5-10-7(8)9/h4-5H2,1-3H3"
PHXN,"InChI=1S/C6H11NO5/c1-2-3-4-5-6(8)11-12-7(9)10/h2-5H2,1H3"
M2HEXANO3,"InChI=1S/C7H15NO3/c1-6(2)4-5-7(3)11-8(9)10/h6-7H,4-5H2,1-3H3"
M2HEXBNO3,"InChI=1S/C7H15NO3/c1-4-5-6-7(2,3)11-8(9)10/h4-6H2,1-3H3"
M3HEXANO3,"InChI=1S/C7H15NO3/c1-4-6(2)5-7(3)11-8(9)10/h6-7H,4-5H2,1-3H3"
M3HEXBNO3,"InChI=1S/C7H15NO3/c1-4-6-7(3,5-2)11-8(9)10/h4-6H2,1-3H3"
PHPTN,"InChI=1S/C7H13NO5/c1-2-3-4-5-6-7(9)12-13-8(10)11/h2-6H2,1H3"
C8BCNO3,"InChI=1S/C8H13NO3/c1-8(2)5-3-6(8)7(4-5)12-9(10)11/h5-7H,3-4H2,1-2H3"
NONNO3,"InChI=1S/C9H19NO3/c1-3-5-6-7-8-9(4-2)13-10(11)12/h9H,3-8H2,1-2H3"
DECNO3,"InChI=1S/C10H21NO3/c1-3-5-6-7-8-9-10(4-2)14-11(12)13/h10H,3-9H2,1-2H3"
NAPINAOOH,"InChI=1S/C10H17NO5/c1-9(2)6-4-7(9)10(3,16-14)8(5-6)15-11(12)13/h6-8,14H,4-5H2,1-3H3"
NAPINBOOH,"InChI=1S/C10H17NO5/c1-9(2)6-4-7(9)10(3,16-11(12)13)8(5-6)15-14/h6-8,14H,4-5H2,1-3H3"
NBPINAOOH,"InChI=1S/C10H17NO5/c1-9(2)7-3-4-10(16-14,8(9)5-7)6-15-11(12)13/h7-8,14H,3-6H2,1-2H3"
NBPINBOOH,"InChI=1S/C10H17NO5/c1-9(2)7-3-4-10(6-15-14,8(9)5-7)16-11(12)13/h7-8,14H,3-6H2,1-2H3"
NC91CO3H,"InChI=1S/C10H15NO6/c1-9(2)6-3-4-10(7(9)5-6,8(12)16-15)17-11(13)14/h6-7,15H,3-5H2,1-2H3"
NC91PAN,"InChI=1S/C10H14N2O8/c1-9(2)6-3-4-10(7(9)5-6,19-11(14)15)8(13)18-20-12(16)17/h6-7H,3-5H2,1-2H3"
NLIMOOH,"InChI=1S/C10H17NO5/c1-7(2)8-4-5-10(3,16-14)9(6-8)15-11(12)13/h8-9,14H,1,4-6H2,2-3H3"
UDECNO3,"InChI=1S/C11H23NO3/c1-3-5-6-7-8-9-10-11(4-2)15-12(13)14/h11H,3-10H2,1-2H3"
DDECNO3,"InChI=1S/C12H25NO3/c1-3-5-6-7-8-9-10-11-12(4-2)16-13(14)15/h12H,3-11H2,1-2H3"
NBCOOH,"InChI=1S/C15H25NO5/c1-10-5-6-13(20-16(17)18)15(4,21-19)8-7-12-11(10)9-14(12,2)3/h11-13,19H,1,5-9H2,2-4H3"
C6H5CH2PAN,"InChI=1S/C8H7NO5/c10-8(13-14-9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2"
MXYLNO3,"InChI=1S/C8H9NO3/c1-7-3-2-4-8(5-7)6-12-9(10)11/h2-5H,6H2,1H3"
MXYLPAN,"InChI=1S/C8H7NO5/c1-6-3-2-4-7(5-6)8(10)13-14-9(11)12/h2-5H,1H3"
NSTYRENOOH,"InChI=1S/C8H9NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8,12H,6H2"
OXYLNO3,"InChI=1S/C8H9NO3/c1-7-4-2-3-5-8(7)6-12-9(10)11/h2-5H,6H2,1H3"
OXYLPAN,"InChI=1S/C8H7NO5/c1-6-4-2-3-5-7(6)8(10)13-14-9(11)12/h2-5H,1H3"
PXYLPAN,"InChI=1S/C8H7NO5/c1-6-2-4-7(5-3-6)8(10)13-14-9(11)12/h2-5H,1H3"
ETOLNO3,"InChI=1S/C9H11NO3/c1-7-5-3-4-6-9(7)8(2)13-10(11)12/h3-6,8H,1-2H3"
PHC3NO3,"InChI=1S/C9H11NO3/c1-2-9(13-10(11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3"
PHIC3NO3,"InChI=1S/C9H11NO3/c1-9(2,13-10(11)12)8-6-4-3-5-7-8/h3-7H,1-2H3"
TM123BNO3,"InChI=1S/C9H11NO3/c1-7-4-3-5-9(8(7)2)6-13-10(11)12/h3-5H,6H2,1-2H3"
TM123BPAN,"InChI=1S/C9H9NO5/c1-6-4-3-5-8(7(6)2)9(11)14-15-10(12)13/h3-5H,1-2H3"
TM124BNO3,"InChI=1S/C9H11NO3/c1-7-3-4-9(5-8(7)2)6-13-10(11)12/h3-5H,6H2,1-2H3"
TM124BPAN,"InChI=1S/C9H9NO5/c1-6-3-4-8(5-7(6)2)9(11)14-15-10(12)13/h3-5H,1-2H3"
TMBPAN,"InChI=1S/C9H9NO5/c1-6-3-7(2)5-8(4-6)9(11)14-15-10(12)13/h3-5H,1-2H3"
DM35EBNO3,"InChI=1S/C10H13NO3/c1-7-4-8(2)6-10(5-7)9(3)14-11(12)13/h4-6,9H,1-3H3"
EMPHPAN,"InChI=1S/C10H11NO5/c1-3-8-4-7(2)5-9(6-8)10(12)15-16-11(13)14/h4-6H,3H2,1-2H3"
DE35TNO3,"InChI=1S/C11H15NO3/c1-4-10-5-8(2)6-11(7-10)9(3)15-12(13)14/h5-7,9H,4H2,1-3H3"
A2PAN,"InChI=1S/C3H5NO7/c5-1-2(6)3(7)10-11-4(8)9/h2,5-6H,1H2"
C3PAN1,"InChI=1S/C3H5NO6/c5-2-1-3(6)9-10-4(7)8/h5H,1-2H2"
IPROPOLPAN,"InChI=1S/C3H5NO6/c1-2(5)3(6)9-10-4(7)8/h2,5H,1H3"
BUTDANO3,"InChI=1S/C4H7NO4/c6-3-1-2-4-9-5(7)8/h1-2,6H,3-4H2"
BUTDBNO3,"InChI=1S/C4H7NO4/c1-2-4(3-6)9-5(7)8/h2,4,6H,1,3H2"
C4PAN1,"InChI=1S/C4H7NO6/c6-3-1-2-4(7)10-11-5(8)9/h6H,1-3H2"
C4PAN2,"InChI=1S/C4H7NO7/c6-2-1-3(7)4(8)11-12-5(9)10/h3,6-7H,1-2H2"
C4PAN3,"InChI=1S/C4H7NO6/c1-3(6)2-4(7)10-11-5(8)9/h3,6H,2H2,1H3"
C4PAN4,"InChI=1S/C4H7NO6/c1-3(2-6)4(7)10-11-5(8)9/h3,6H,2H2,1H3"
C4PAN5,"InChI=1S/C4H7NO6/c1-4(2,7)3(6)10-11-5(8)9/h7H,1-2H3"
C4PAN7,"InChI=1S/C4H5NO6/c6-3-1-2-4(7)10-11-5(8)9/h1-2,6H,3H2"
C4PAN8,"InChI=1S/C4H5NO6/c1-2-3(6)4(7)10-11-5(8)9/h2-3,6H,1H2"
C56NO3,"InChI=1S/C4H9NO5/c1-3(2-6)4(7)10-5(8)9/h3-4,6-7H,2H2,1H3"
HMPAN,"InChI=1S/C4H5NO6/c1-3(2-6)4(7)10-11-5(8)9/h6H,1-2H2"
HO3C3PAN,"InChI=1S/C4H7NO6/c1-2-3(6)4(7)10-11-5(8)9/h3,6H,2H2,1H3"
IBUTOLBNO3,"InChI=1S/C4H9NO4/c1-4(2,3-6)9-5(7)8/h6H,3H2,1-2H3"
IBUTOLCNO3,"InChI=1S/C4H9NO4/c1-4(2-6)3-9-5(7)8/h4,6H,2-3H2,1H3"
MACRNBPAN,"InChI=1S/C4H6N2O9/c1-4(8,2-13-5(9)10)3(7)14-15-6(11)12/h8H,2H2,1H3"
MACRNCO3H,"InChI=1S/C4H7NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h6,10H,2H2,1H3"
MACRNPAN,"InChI=1S/C4H6N2O9/c1-4(2-7,14-5(9)10)3(8)13-15-6(11)12/h7H,2H2,1H3"
NBUTDAOH,"InChI=1S/C4H7NO4/c1-2-4(6)3-9-5(7)8/h2,4,6H,1,3H2"
TBUTOLNO3,"InChI=1S/C4H9NO4/c1-4(2,6)3-9-5(7)8/h6H,3H2,1-2H3"
C3M3OH2PAN,"InChI=1S/C5H9NO6/c1-3(2)4(7)5(8)11-12-6(9)10/h3-4,7H,1-2H3"
C46PAN,"InChI=1S/C5H7NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h7H,1-3H2"
C4OH2CPAN,"InChI=1S/C5H9NO7/c1-5(2,9)3(7)4(8)12-13-6(10)11/h3,7,9H,1-2H3"
C4OHPAN,"InChI=1S/C5H9NO6/c1-2-3-4(7)5(8)11-12-6(9)10/h4,7H,2-3H2,1H3"
C524NO3,"InChI=1S/C5H9NO5/c1-4(2-7)5(3-8)11-6(9)10/h5,7-8H,1-3H2"
C52NO3,"InChI=1S/C5H11NO4/c1-5(4-7)2-3-10-6(8)9/h5,7H,2-4H2,1H3"
C54NO3,"InChI=1S/C5H11NO5/c1-5(8,2-3-7)4-11-6(9)10/h7-8H,2-4H2,1H3"
C57NO3CO3H,"InChI=1S/C5H9NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h3,7-8,12H,2H2,1H3"
C57NO3PAN,"InChI=1S/C5H8N2O10/c1-5(3(9)2-8,16-6(11)12)4(10)15-17-7(13)14/h3,8-9H,2H2,1H3"
C58NO3CO3H,"InChI=1S/C5H9NO8/c1-5(2-7,14-6(10)11)3(8)4(9)13-12/h3,7-8,12H,2H2,1H3"
C58NO3PAN,"InChI=1S/C5H8N2O10/c1-5(2-8,16-6(11)12)3(9)4(10)15-17-7(13)14/h3,8-9H,2H2,1H3"
C5PAN10,"InChI=1S/C5H9NO7/c1-3(7)2-4(8)5(9)12-13-6(10)11/h3-4,7-8H,2H2,1H3"
C5PAN11,"InChI=1S/C5H9NO6/c1-5(2,8)3-4(7)11-12-6(9)10/h8H,3H2,1-2H3"
C5PAN12,"InChI=1S/C5H9NO7/c1-5(9,2-3-7)4(8)12-13-6(10)11/h7,9H,2-3H2,1H3"
C5PAN13,"InChI=1S/C5H9NO7/c1-3(2-7)4(8)5(9)12-13-6(10)11/h3-4,7-8H,2H2,1H3"
C5PAN14,"InChI=1S/C5H9NO6/c1-3(4(2)7)5(8)11-12-6(9)10/h3-4,7H,1-2H3"
C5PAN15,"InChI=1S/C5H9NO6/c1-5(2,3-7)4(8)11-12-6(9)10/h7H,3H2,1-2H3"
C5PAN17,"InChI=1S/C5H7NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h2,7H,3H2,1H3"
C5PAN19,"InChI=1S/C5H7NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h2,7H,3H2,1H3"
C5PAN1,"InChI=1S/C5H9NO6/c1-4(7)2-3-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3"
C5PAN3,"InChI=1S/C5H9NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3"
C5PAN5,"InChI=1S/C5H9NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h4,7H,2-3H2,1H3"
C5PAN8,"InChI=1S/C5H9NO6/c1-2-4(7)3-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3"
H2M3C4NO3,"InChI=1S/C5H11NO4/c1-4(5(2)7)3-10-6(8)9/h4-5,7H,3H2,1-2H3"
HM22C3NO3,"InChI=1S/C5H11NO4/c1-5(2,3-7)4-10-6(8)9/h7H,3-4H2,1-2H3"
HM2C43NO3,"InChI=1S/C5H11NO4/c1-4(3-7)5(2)10-6(8)9/h4-5,7H,3H2,1-2H3"
HM33C3NO3,"InChI=1S/C5H11NO4/c1-5(2,3-4-7)10-6(8)9/h7H,3-4H2,1-2H3"
HO13C5NO3,"InChI=1S/C5H11NO5/c1-4(11-6(9)10)5(8)2-3-7/h4-5,7-8H,2-3H2,1H3"
HO24C5NO3,"InChI=1S/C5H11NO5/c1-4(7)2-5(8)3-11-6(9)10/h4-5,7-8H,2-3H2,1H3"
HO2C54NO3,"InChI=1S/C5H11NO4/c1-4(7)3-5(2)10-6(8)9/h4-5,7H,3H2,1-2H3"
HO2M2C4NO3,"InChI=1S/C5H11NO4/c1-5(2,7)3-4-10-6(8)9/h7H,3-4H2,1-2H3"
HO3C5NO3,"InChI=1S/C5H11NO4/c1-2-5(7)3-4-10-6(8)9/h5,7H,2-4H2,1H3"
INAHCO3H,"InChI=1S/C5H9NO8/c1-5(9,4(8)14-12)3(7)2-13-6(10)11/h3,7,9,12H,2H2,1H3"
INAHPAN,"InChI=1S/C5H8N2O10/c1-5(10,3(8)2-15-6(11)12)4(9)16-17-7(13)14/h3,8,10H,2H2,1H3"
INAHPCO3H,"InChI=1S/C5H9NO9/c1-5(15-12,4(8)14-11)3(7)2-13-6(9)10/h3,7,11-12H,2H2,1H3"
INAHPPAN,"InChI=1S/C5H8N2O11/c1-5(17-14,3(8)2-15-6(10)11)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3"
INANCO3H,"InChI=1S/C5H8N2O10/c1-5(4(9)16-14,17-7(12)13)3(8)2-15-6(10)11/h3,8,14H,2H2,1H3"
INANO3,"InChI=1S/C5H10N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h4,8-9H,2-3H2,1H3"
INANPAN,"InChI=1S/C5H7N3O12/c1-5(19-7(13)14,3(9)2-17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3"
INAOH,"InChI=1S/C5H11NO6/c1-5(9,3-7)4(8)2-12-6(10)11/h4,7-9H,2-3H2,1H3"
INAOOH,"InChI=1S/C5H11NO7/c1-5(3-7,13-11)4(8)2-12-6(9)10/h4,7-8,11H,2-3H2,1H3"
INB1HPCO3H,"InChI=1S/C5H9NO9/c1-5(2-7,15-6(9)10)3(13-11)4(8)14-12/h3,7,11-12H,2H2,1H3"
INB1HPPAN,"InChI=1S/C5H8N2O11/c1-5(2-8,17-6(10)11)3(15-14)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3"
INB1NACO3H,"InChI=1S/C5H8N2O10/c1-5(2-8,17-7(12)13)3(4(9)16-14)15-6(10)11/h3,8,14H,2H2,1H3"
INB1NAPAN,"InChI=1S/C5H7N3O12/c1-5(2-9,19-7(13)14)3(17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3"
INB1NBCO3H,"InChI=1S/C5H8N2O10/c1-5(4(9)16-14,17-7(12)13)3(2-8)15-6(10)11/h3,8,14H,2H2,1H3"
INB1NBPAN,"InChI=1S/C5H7N3O12/c1-5(19-7(13)14,3(2-9)17-6(11)12)4(10)18-20-8(15)16/h3,9H,2H2,1H3"
INB1NO3,"InChI=1S/C5H10N2O8/c1-5(3-9,15-7(12)13)4(2-8)14-6(10)11/h4,8-9H,2-3H2,1H3"
INB1OH,"InChI=1S/C5H11NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,7-9H,2-3H2,1H3"
INB1OOH,"InChI=1S/C5H11NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h4,7-8,11H,2-3H2,1H3"
INB2OOH,"InChI=1S/C5H11NO7/c1-5(3-7,13-6(9)10)4(8)2-12-11/h4,7-8,11H,2-3H2,1H3"
INCNCO3H,"InChI=1S/C5H8N2O10/c1-5(9,2-15-6(10)11)3(4(8)17-14)16-7(12)13/h3,9,14H,2H2,1H3"
INCNO3,"InChI=1S/C5H10N2O8/c1-5(9,3-14-6(10)11)4(2-8)15-7(12)13/h4,8-9H,2-3H2,1H3"
INCNPAN,"InChI=1S/C5H7N3O12/c1-5(10,2-17-6(11)12)3(18-7(13)14)4(9)19-20-8(15)16/h3,10H,2H2,1H3"
INCOH,"InChI=1S/C5H11NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7-9H,2-3H2,1H3"
INCOOH,"InChI=1S/C5H11NO7/c1-5(8,3-12-6(9)10)4(2-7)13-11/h4,7-8,11H,2-3H2,1H3"
INDHCO3H,"InChI=1S/C5H9NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h3,7,9,12H,2H2,1H3"
INDHPAN,"InChI=1S/C5H8N2O10/c1-5(10,3(2-8)15-6(11)12)4(9)16-17-7(13)14/h3,8,10H,2H2,1H3"
INDHPCO3H,"InChI=1S/C5H9NO9/c1-5(15-12,4(8)14-11)3(2-7)13-6(9)10/h3,7,11-12H,2H2,1H3"
INDHPPAN,"InChI=1S/C5H8N2O11/c1-5(17-14,3(2-8)15-6(10)11)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3"
INDOH,"InChI=1S/C5H11NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h4,7-9H,2-3H2,1H3"
INDOOH,"InChI=1S/C5H11NO7/c1-5(3-8,13-11)4(2-7)12-6(9)10/h4,7-8,11H,2-3H2,1H3"
ISOPANO3,"InChI=1S/C5H9NO4/c1-5(4-7)2-3-10-6(8)9/h2,7H,3-4H2,1H3"
ISOPBNO3,"InChI=1S/C5H9NO4/c1-3-5(2,4-7)10-6(8)9/h3,7H,1,4H2,2H3"
ISOPCNO3,"InChI=1S/C5H9NO4/c1-5(2-3-7)4-10-6(8)9/h2,7H,3-4H2,1H3"
ISOPDNO3,"InChI=1S/C5H9NO4/c1-4(2)5(3-7)10-6(8)9/h5,7H,1,3H2,2H3"
M2BU2OLNO3,"InChI=1S/C5H11NO4/c1-4(5(2,3)7)10-6(8)9/h4,7H,1-3H3"
M2BUOL2NO3,"InChI=1S/C5H11NO4/c1-3-5(2,4-7)10-6(8)9/h7H,3-4H2,1-2H3"
M3BU2OLNO3,"InChI=1S/C5H11NO4/c1-4(2)5(7)3-10-6(8)9/h4-5,7H,3H2,1-2H3"
MBOANO3,"InChI=1S/C5H11NO5/c1-5(2,8)4(3-7)11-6(9)10/h4,7-8H,3H2,1-2H3"
MBOBNO3,"InChI=1S/C5H11NO5/c1-5(2,8)4(7)3-11-6(9)10/h4,7-8H,3H2,1-2H3"
ME2BUOLNO3,"InChI=1S/C5H11NO4/c1-4(7)5(2,3)10-6(8)9/h4,7H,1-3H3"
ME3BUOLNO3,"InChI=1S/C5H11NO4/c1-4(2)5(3-7)10-6(8)9/h4-5,7H,3H2,1-2H3"
NC4OHCO3H,"InChI=1S/C5H9NO7/c1-5(2,8)3(4(7)13-11)12-6(9)10/h3,8,11H,1-2H3"
NC4OHCPAN,"InChI=1S/C5H8N2O9/c1-5(2,9)3(14-6(10)11)4(8)15-16-7(12)13/h3,9H,1-2H3"
NC524NO3,"InChI=1S/C5H10N2O9/c8-1-4(15-6(11)12)5(2-9,3-10)16-7(13)14/h4,8-10H,1-3H2"
NC524OH,"InChI=1S/C5H11NO7/c7-1-4(13-6(11)12)5(10,2-8)3-9/h4,7-10H,1-3H2"
NC524OOH,"InChI=1S/C5H11NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h4,7-9,12H,1-3H2"
NMBOAOOH,"InChI=1S/C5H11NO6/c1-5(2,7)4(12-10)3-11-6(8)9/h4,7,10H,3H2,1-2H3"
NMBOBOOH,"InChI=1S/C5H11NO6/c1-5(2,7)4(3-11-10)12-6(8)9/h4,7,10H,3H2,1-2H3"
PE1ENEANO3,"InChI=1S/C5H11NO4/c1-2-3-5(4-7)10-6(8)9/h5,7H,2-4H2,1H3"
PE1ENEBNO3,"InChI=1S/C5H11NO4/c1-2-3-5(7)4-10-6(8)9/h5,7H,2-4H2,1H3"
PE2ENEANO3,"InChI=1S/C5H11NO4/c1-3-5(4(2)7)10-6(8)9/h4-5,7H,3H2,1-2H3"
PE2ENEBNO3,"InChI=1S/C5H11NO4/c1-3-5(7)4(2)10-6(8)9/h4-5,7H,3H2,1-2H3"
PROL11MNO3,"InChI=1S/C5H11NO4/c1-3-5(2,7)4-10-6(8)9/h7H,3-4H2,1-2H3"
PROL1MPAN,"InChI=1S/C5H9NO6/c1-3-5(2,8)4(7)11-12-6(9)10/h8H,3H2,1-2H3"
BZBIPERNO3,"InChI=1S/C6H7NO6/c8-5-3-1-2-4(11-7(9)10)6(5)13-12-3/h1-6,8H"
C518PAN,"InChI=1S/C6H9NO6/c1-4(2)5(3-8)6(9)12-13-7(10)11/h5,8H,1,3H2,2H3"
C622NO3,"InChI=1S/C6H11NO4/c1-5(2)6(3-8)4-11-7(9)10/h6,8H,1,3-4H2,2H3"
C624NO3,"InChI=1S/C6H11NO4/c1-5(2)6(3-4-8)11-7(9)10/h6,8H,1,3-4H2,2H3"
C64OH5NO3,"InChI=1S/C6H13NO4/c1-3-4-6(8)5(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
C65OH4NO3,"InChI=1S/C6H13NO4/c1-3-4-6(5(2)8)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
C66NO35OH,"InChI=1S/C6H13NO4/c1-2-3-4-6(8)5-11-7(9)10/h6,8H,2-5H2,1H3"
C6OH5NO3,"InChI=1S/C6H13NO4/c1-2-3-4-6(5-8)11-7(9)10/h6,8H,2-5H2,1H3"
C6PAN11,"InChI=1S/C6H11NO6/c1-4(5(2)8)3-6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3"
C6PAN13,"InChI=1S/C6H11NO6/c1-6(2,3-4-8)5(9)12-13-7(10)11/h8H,3-4H2,1-2H3"
C6PAN14,"InChI=1S/C6H11NO6/c1-6(2,4-8)3-5(9)12-13-7(10)11/h8H,3-4H2,1-2H3"
C6PAN19,"InChI=1S/C6H11NO6/c1-4(3-8)5(2)6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3"
C6PAN1,"InChI=1S/C6H11NO6/c1-2-5(8)3-4-6(9)12-13-7(10)11/h5,8H,2-4H2,1H3"
C6PAN20,"InChI=1S/C6H11NO6/c1-4(2)5(8)3-6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3"
C6PAN21,"InChI=1S/C6H11NO6/c1-3-6(2,9)4-5(8)12-13-7(10)11/h9H,3-4H2,1-2H3"
C6PAN22,"InChI=1S/C6H11NO6/c1-2-3-5(8)4-6(9)12-13-7(10)11/h5,8H,2-4H2,1H3"
C6PAN23,"InChI=1S/C6H11NO6/c1-2-3-4-5(8)6(9)12-13-7(10)11/h5,8H,2-4H2,1H3"
C6PAN4,"InChI=1S/C6H11NO6/c1-4(3-5(2)8)6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3"
C6PAN8,"InChI=1S/C6H11NO6/c1-6(2,9)4-3-5(8)12-13-7(10)11/h9H,3-4H2,1-2H3"
H13M3C5NO3,"InChI=1S/C6H13NO5/c1-5(12-7(10)11)6(2,9)3-4-8/h5,8-9H,3-4H2,1-2H3"
H1MC5NO3,"InChI=1S/C6H13NO4/c1-5(3-4-8)6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
H2MC5NO3,"InChI=1S/C6H13NO4/c1-5(6(2)8)3-4-11-7(9)10/h5-6,8H,3-4H2,1-2H3"
H3M3C5NO3,"InChI=1S/C6H13NO4/c1-3-6(2,8)4-5-11-7(9)10/h8H,3-5H2,1-2H3"
HM22C4NO3,"InChI=1S/C6H13NO4/c1-6(2,5-8)3-4-11-7(9)10/h8H,3-5H2,1-2H3"
HM23C4NO3,"InChI=1S/C6H13NO4/c1-5(3-8)6(2)4-11-7(9)10/h5-6,8H,3-4H2,1-2H3"
HM33C4NO3,"InChI=1S/C6H13NO4/c1-6(2,3-4-8)5-11-7(9)10/h8H,3-5H2,1-2H3"
HO1C6NO3,"InChI=1S/C6H13NO4/c1-2-6(4-3-5-8)11-7(9)10/h6,8H,2-5H2,1H3"
HO1MC5NO3,"InChI=1S/C6H13NO4/c1-5(4-8)3-6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
HO2M2C5NO3,"InChI=1S/C6H13NO4/c1-6(2,8)4-3-5-11-7(9)10/h8H,3-5H2,1-2H3"
